n1,n2,etype
P278080,T226,PT
P278080,T402,PT
P278080,T695,PT
P278080,T775,PT
P278080,T814,PT
P278080,T1294,PT
P278080,T2983,PT
P278085,T12,PT
P278085,T14,PT
P278085,T282,PT
P278085,T461,PT
P278085,T479,PT
P278085,T657,PT
P278085,T674,PT
P278085,T2006,PT
P278085,T2375,PT
P278086,T26,PT
P278086,T188,PT
P278086,T282,PT
P278086,T479,PT
P278086,T1366,PT
P278087,T226,PT
P278087,T461,PT
P278087,T500,PT
P278087,T534,PT
P278087,T2320,PT
P278089,T226,PT
P278089,T519,PT
P278089,T829,PT
P278089,T1340,PT
P278089,T1790,PT
P278091,T226,PT
P278091,T560,PT
P278091,T2328,PT
P278091,T3182,PT
P278093,T128,PT
P278093,T452,PT
P278093,T496,PT
P278093,T903,PT
P278093,T942,PT
P278093,T943,PT
P278095,T225,PT
P278095,T226,PT
P278095,T461,PT
P278095,T519,PT
P278095,T674,PT
P278095,T2693,PT
P278098,T2,PT
P278098,T12,PT
P278098,T26,PT
P278098,T171,PT
P278098,T375,PT
P278098,T671,PT
P278098,T795,PT
P278098,T1145,PT
P278099,T109,PT
P278099,T180,PT
P278099,T445,PT
P278099,T452,PT
P278099,T808,PT
P278099,T878,PT
P278102,T109,PT
P278102,T365,PT
P278102,T452,PT
P278102,T1384,PT
P278102,T4640,PT
P278103,T12,PT
P278103,T368,PT
P278103,T443,PT
P278103,T461,PT
P278103,T483,PT
P278103,T521,PT
P278103,T992,PT
P278103,T4915,PT
P278105,T349,PT
P278105,T452,PT
P278105,T937,PT
P278105,T1077,PT
P278105,T2193,PT
P278105,T2313,PT
P278110,T38,PT
P278110,T216,PT
P278110,T496,PT
P278110,T848,PT
P278110,T1018,PT
P278110,T2837,PT
P278110,T3703,PT
P278110,T5644,PT
P278111,T190,PT
P278111,T226,PT
P278111,T1972,PT
P278112,T226,PT
P278112,T235,PT
P278112,T461,PT
P278112,T1385,PT
P278112,T2640,PT
P278112,T4019,PT
P278112,T5815,PT
P278113,T12,PT
P278113,T81,PT
P278113,T399,PT
P278113,T402,PT
P278113,T499,PT
P278113,T515,PT
P278113,T799,PT
P278113,T1138,PT
P278113,T1384,PT
P278113,T9261,PT
P278114,T225,PT
P278114,T226,PT
P278114,T373,PT
P278114,T458,PT
P278114,T461,PT
P278114,T616,PT
P278114,T674,PT
P278114,T881,PT
P278114,T5104,PT
P278116,T226,PT
P278116,T298,PT
P278116,T384,PT
P278116,T1837,PT
P278116,T2244,PT
P278116,T5237,PT
P278119,T342,PT
P278119,T1895,PT
P278119,T3397,PT
P278121,T226,PT
P278121,T368,PT
P278121,T461,PT
P278121,T541,PT
P278121,T1607,PT
P278121,T1733,PT
P278121,T2489,PT
P278121,T3368,PT
P278122,T26,PT
P278122,T30,PT
P278122,T38,PT
P278122,T616,PT
P278122,T1030,PT
P278122,T1220,PT
P278122,T1896,PT
P278122,T3491,PT
P278123,T225,PT
P278123,T226,PT
P278123,T402,PT
P278123,T461,PT
P278123,T674,PT
P278123,T950,PT
P278123,T980,PT
P278125,T206,PT
P278125,T342,PT
P278125,T349,PT
P278125,T465,PT
P278125,T514,PT
P278126,T226,PT
P278126,T881,PT
P278126,T1037,PT
P278126,T1400,PT
P278126,T1911,PT
P278126,T2693,PT
P278128,T461,PT
P278128,T903,PT
P278128,T1312,PT
P278128,T3927,PT
P278128,T4314,PT
P278130,T193,PT
P278130,T204,PT
P278130,T452,PT
P278130,T496,PT
P278130,T847,PT
P278130,T930,PT
P278130,T1818,PT
P278130,T2575,PT
P278130,T8637,PT
P278131,T38,PT
P278131,T81,PT
P278131,T226,PT
P278131,T2206,PT
P278131,T2207,PT
P278131,T2494,PT
P278131,T2736,PT
P278131,T5164,PT
P278133,T38,PT
P278133,T109,PT
P278133,T879,PT
P278133,T2315,PT
P278133,T3460,PT
P278134,T378,PT
P278134,T452,PT
P278134,T593,PT
P278134,T1402,PT
P278134,T1787,PT
P278134,T2345,PT
P278134,T9282,PT
P278135,T38,PT
P278135,T193,PT
P278135,T309,PT
P278135,T452,PT
P278135,T2575,PT
P278135,T4209,PT
P278135,T6021,PT
P278136,T968,PT
P278136,T1503,PT
P278136,T1508,PT
P278136,T3943,PT
P278138,T150,PT
P278138,T2230,PT
P278138,T7085,PT
P278139,T38,PT
P278139,T93,PT
P278139,T226,PT
P278139,T560,PT
P278139,T634,PT
P278139,T1037,PT
P278140,T171,PT
P278140,T478,PT
P278140,T479,PT
P278140,T591,PT
P278140,T930,PT
P278140,T1128,PT
P278142,T220,PT
P278142,T354,PT
P278142,T2593,PT
P278142,T6382,PT
P278144,T40,PT
P278144,T461,PT
P278144,T1053,PT
P278144,T2378,PT
P278144,T2825,PT
P278146,T452,PT
P278146,T478,PT
P278146,T479,PT
P278146,T523,PT
P278146,T729,PT
P278146,T943,PT
P278146,T2349,PT
P278146,T8274,PT
P278147,T519,PT
P278147,T641,PT
P278147,T725,PT
P278147,T1272,PT
P278147,T2229,PT
P278147,T2491,PT
P278147,T4311,PT
P278148,T640,PT
P278148,T1071,PT
P278148,T2230,PT
P278150,T127,PT
P278150,T226,PT
P278150,T354,PT
P278150,T787,PT
P278150,T2202,PT
P278150,T2515,PT
P278151,T81,PT
P278151,T126,PT
P278151,T187,PT
P278151,T194,PT
P278151,T461,PT
P278151,T500,PT
P278151,T664,PT
P278151,T966,PT
P278151,T1992,PT
P278151,T2349,PT
P278151,T9239,PT
P278153,T81,PT
P278153,T443,PT
P278153,T1463,PT
P278153,T1826,PT
P278153,T1892,PT
P278153,T2301,PT
P278153,T2455,PT
P278153,T2937,PT
P278155,T256,PT
P278155,T3306,PT
P278156,T38,PT
P278156,T225,PT
P278156,T674,PT
P278156,T723,PT
P278156,T898,PT
P278156,T899,PT
P278156,T6819,PT
P278157,T121,PT
P278157,T149,PT
P278157,T161,PT
P278157,T614,PT
P278157,T1830,PT
P278158,T171,PT
P278158,T775,PT
P278158,T1077,PT
P278158,T1546,PT
P278158,T2864,PT
P278158,T4502,PT
P278159,T81,PT
P278159,T271,PT
P278159,T401,PT
P278159,T1107,PT
P278159,T1609,PT
P278159,T7283,PT
P278160,T26,PT
P278160,T461,PT
P278160,T1043,PT
P278160,T1044,PT
P278160,T2801,PT
P278160,T5414,PT
P278161,T109,PT
P278161,T226,PT
P278161,T384,PT
P278161,T901,PT
P278161,T1016,PT
P278161,T2434,PT
P278161,T4356,PT
P278161,T5722,PT
P278161,T6056,PT
P278163,T126,PT
P278163,T150,PT
P278163,T349,PT
P278163,T461,PT
P278163,T521,PT
P278163,T560,PT
P278163,T1125,PT
P278164,T81,PT
P278164,T452,PT
P278164,T496,PT
P278164,T581,PT
P278164,T1434,PT
P278164,T2264,PT
P278164,T5835,PT
P278166,T54,PT
P278166,T452,PT
P278166,T496,PT
P278166,T847,PT
P278166,T1043,PT
P278166,T1044,PT
P278166,T2023,PT
P278166,T4279,PT
P278167,T26,PT
P278167,T294,PT
P278167,T466,PT
P278167,T550,PT
P278167,T560,PT
P278167,T568,PT
P278167,T616,PT
P278167,T2884,PT
P278167,T7066,PT
P278170,T15,PT
P278170,T50,PT
P278170,T461,PT
P278170,T519,PT
P278170,T640,PT
P278170,T666,PT
P278170,T1340,PT
P278170,T2214,PT
P278172,T903,PT
P278172,T1117,PT
P278172,T1824,PT
P278172,T1992,PT
P278172,T2686,PT
P278172,T3735,PT
P278173,T38,PT
P278173,T81,PT
P278173,T135,PT
P278173,T368,PT
P278173,T513,PT
P278173,T519,PT
P278173,T577,PT
P278173,T809,PT
P278173,T1107,PT
P278174,T38,PT
P278174,T226,PT
P278174,T236,PT
P278174,T656,PT
P278174,T905,PT
P278174,T928,PT
P278174,T2640,PT
P278176,T26,PT
P278176,T293,PT
P278176,T461,PT
P278176,T616,PT
P278176,T723,PT
P278176,T966,PT
P278176,T1946,PT
P278176,T1992,PT
P278176,T4931,PT
P278177,T51,PT
P278177,T81,PT
P278177,T452,PT
P278177,T461,PT
P278177,T616,PT
P278177,T2414,PT
P278177,T2571,PT
P278177,T9246,PT
P278178,T38,PT
P278178,T220,PT
P278178,T461,PT
P278178,T804,PT
P278178,T1107,PT
P278178,T2665,PT
P278178,T3256,PT
P278178,T5150,PT
P278181,T38,PT
P278181,T121,PT
P278181,T226,PT
P278181,T461,PT
P278181,T928,PT
P278181,T964,PT
P278181,T1506,PT
P278184,T26,PT
P278184,T616,PT
P278184,T1107,PT
P278184,T1784,PT
P278184,T3256,PT
P278186,T226,PT
P278186,T461,PT
P278186,T569,PT
P278186,T744,PT
P278190,T452,PT
P278190,T496,PT
P278190,T497,PT
P278190,T620,PT
P278190,T2484,PT
P278191,T298,PT
P278191,T519,PT
P278191,T1317,PT
P278191,T1340,PT
P278196,T147,PT
P278196,T656,PT
P278196,T796,PT
P278196,T992,PT
P278196,T1460,PT
P278196,T2228,PT
P278198,T197,PT
P278198,T282,PT
P278198,T452,PT
P278198,T461,PT
P278198,T1504,PT
P278200,T271,PT
P278200,T282,PT
P278200,T452,PT
P278200,T478,PT
P278200,T623,PT
P278200,T809,PT
P278205,T228,PT
P278205,T349,PT
P278205,T437,PT
P278205,T461,PT
P278205,T553,PT
P278205,T554,PT
P278205,T582,PT
P278205,T640,PT
P278205,T2284,PT
P278205,T2328,PT
P278208,T220,PT
P278208,T622,PT
P278208,T1012,PT
P278208,T2281,PT
P278208,T4284,PT
P278209,T126,PT
P278209,T150,PT
P278209,T2507,PT
P278211,T149,PT
P278211,T461,PT
P278211,T878,PT
P278211,T1043,PT
P278211,T1044,PT
P278211,T1133,PT
P278211,T5414,PT
P278212,T12,PT
P278212,T38,PT
P278212,T226,PT
P278212,T656,PT
P278212,T795,PT
P278212,T906,PT
P278212,T1145,PT
P278212,T2819,PT
P278212,T4423,PT
P278214,T226,PT
P278214,T461,PT
P278214,T593,PT
P278214,T623,PT
P278214,T887,PT
P278214,T956,PT
P278214,T1178,PT
P278214,T2489,PT
P278216,T522,PT
P278216,T878,PT
P278216,T1702,PT
P278216,T1895,PT
P278216,T2254,PT
P278216,T2905,PT
P278216,T5193,PT
P278217,T81,PT
P278217,T190,PT
P278217,T226,PT
P278217,T231,PT
P278217,T298,PT
P278217,T367,PT
P278217,T452,PT
P278217,T478,PT
P278217,T479,PT
P278217,T660,PT
P278217,T818,PT
P278217,T4423,PT
P278218,T38,PT
P278218,T121,PT
P278218,T541,PT
P278218,T568,PT
P278218,T577,PT
P278218,T598,PT
P278218,T1872,PT
P278219,T190,PT
P278219,T226,PT
P278219,T231,PT
P278219,T298,PT
P278219,T367,PT
P278219,T452,PT
P278219,T478,PT
P278219,T479,PT
P278219,T4423,PT
P278221,T103,PT
P278221,T282,PT
P278221,T452,PT
P278221,T461,PT
P278221,T483,PT
P278221,T723,PT
P278221,T1077,PT
P278221,T1107,PT
P278221,T2436,PT
P278222,T206,PT
P278222,T396,PT
P278222,T452,PT
P278222,T496,PT
P278222,T587,PT
P278222,T903,PT
P278222,T1057,PT
P278222,T1577,PT
P278222,T1974,PT
P278225,T354,PT
P278225,T593,PT
P278225,T2202,PT
P278225,T2484,PT
P278225,T2515,PT
P278225,T6911,PT
P278225,T9998,PT
P278225,T10115,PT
P278226,T2,PT
P278226,T81,PT
P278226,T226,PT
P278226,T448,PT
P278226,T736,PT
P278226,T2370,PT
P278227,T226,PT
P278227,T354,PT
P278227,T832,PT
P278227,T1033,PT
P278227,T2102,PT
P278227,T2202,PT
P278227,T4092,PT
P278228,T671,PT
P278228,T903,PT
P278228,T1200,PT
P278228,T1501,PT
P278228,T1998,PT
P278228,T2315,PT
P278228,T2565,PT
P278228,T9025,PT
P278229,T38,PT
P278229,T236,PT
P278229,T905,PT
P278229,T1240,PT
P278229,T1340,PT
P278229,T1400,PT
P278229,T2206,PT
P278229,T2207,PT
P278229,T2301,PT
P278231,T282,PT
P278231,T452,PT
P278231,T461,PT
P278232,T365,PT
P278232,T399,PT
P278232,T496,PT
P278232,T705,PT
P278232,T1107,PT
P278232,T5209,PT
P278232,T5356,PT
P278232,T7369,PT
P278232,T9036,PT
P278232,T10758,PT
P278236,T302,PT
P278236,T340,PT
P278236,T354,PT
P278236,T428,PT
P278236,T737,PT
P278236,T2202,PT
P278236,T2830,PT
P278237,T119,PT
P278237,T388,PT
P278237,T483,PT
P278237,T535,PT
P278237,T1168,PT
P278237,T1343,PT
P278237,T1895,PT
P278237,T4038,PT
P278237,T6918,PT
P278239,T127,PT
P278239,T417,PT
P278239,T452,PT
P278239,T461,PT
P278239,T844,PT
P278239,T1805,PT
P278239,T3435,PT
P278240,T39,PT
P278240,T93,PT
P278240,T226,PT
P278240,T889,PT
P278240,T1204,PT
P278240,T3853,PT
P278240,T5319,PT
P278240,T9760,PT
P278241,T26,PT
P278241,T81,PT
P278241,T109,PT
P278241,T235,PT
P278241,T344,PT
P278241,T428,PT
P278241,T1016,PT
P278241,T1077,PT
P278241,T1112,PT
P278241,T2962,PT
P278241,T8810,PT
P278242,T344,PT
P278242,T354,PT
P278242,T452,PT
P278242,T461,PT
P278242,T903,PT
P278242,T943,PT
P278242,T1103,PT
P278242,T2202,PT
P278242,T2496,PT
P278242,T4682,PT
P278245,T38,PT
P278245,T121,PT
P278245,T226,PT
P278245,T521,PT
P278245,T560,PT
P278245,T666,PT
P278247,T225,PT
P278247,T226,PT
P278247,T264,PT
P278247,T461,PT
P278247,T560,PT
P278247,T656,PT
P278247,T674,PT
P278247,T2693,PT
P278248,T38,PT
P278248,T231,PT
P278248,T452,PT
P278248,T479,PT
P278248,T981,PT
P278248,T2555,PT
P278249,T38,PT
P278249,T226,PT
P278249,T384,PT
P278249,T461,PT
P278249,T646,PT
P278249,T1037,PT
P278253,T38,PT
P278253,T40,PT
P278253,T496,PT
P278253,T903,PT
P278253,T1510,PT
P278253,T3470,PT
P278253,T3677,PT
P278253,T8941,PT
P278255,T448,PT
P278255,T461,PT
P278255,T738,PT
P278255,T1276,PT
P278255,T4301,PT
P278257,T167,PT
P278257,T220,PT
P278257,T377,PT
P278257,T461,PT
P278257,T723,PT
P278257,T804,PT
P278257,T1107,PT
P278258,T171,PT
P278258,T452,PT
P278258,T479,PT
P278258,T744,PT
P278258,T827,PT
P278258,T1092,PT
P278258,T1937,PT
P278258,T4019,PT
P278258,T4385,PT
P278258,T4844,PT
P278260,T452,PT
P278260,T496,PT
P278260,T560,PT
P278260,T2754,PT
P278260,T3502,PT
P278262,T108,PT
P278262,T109,PT
P278262,T461,PT
P278262,T478,PT
P278262,T479,PT
P278262,T2383,PT
P278262,T2395,PT
P278263,T271,PT
P278263,T452,PT
P278263,T478,PT
P278263,T623,PT
P278263,T3099,PT
P278264,T354,PT
P278264,T396,PT
P278264,T452,PT
P278264,T903,PT
P278264,T943,PT
P278264,T4372,PT
P278265,T13,PT
P278265,T867,PT
P278265,T897,PT
P278265,T2926,PT
P278265,T4419,PT
P278266,T12,PT
P278266,T1621,PT
P278266,T5336,PT
P278266,T5720,PT
P278267,T78,PT
P278267,T133,PT
P278267,T161,PT
P278267,T519,PT
P278267,T640,PT
P278267,T1895,PT
P278269,T126,PT
P278269,T150,PT
P278269,T614,PT
P278269,T1702,PT
P278269,T2228,PT
P278269,T3411,PT
P278269,T4388,PT
P278269,T6167,PT
P278270,T108,PT
P278270,T496,PT
P278270,T9362,PT
P278272,T496,PT
P278272,T501,PT
P278272,T1501,PT
P278272,T2754,PT
P278274,T108,PT
P278274,T368,PT
P278274,T496,PT
P278274,T928,PT
P278274,T9362,PT
P278275,T37,PT
P278275,T54,PT
P278275,T114,PT
P278275,T478,PT
P278275,T6496,PT
P278278,T38,PT
P278278,T103,PT
P278278,T354,PT
P278278,T613,PT
P278278,T775,PT
P278278,T1037,PT
P278279,T51,PT
P278279,T490,PT
P278279,T739,PT
P278279,T1019,PT
P278279,T1460,PT
P278280,T26,PT
P278280,T538,PT
P278280,T776,PT
P278280,T4402,PT
P278282,T78,PT
P278282,T294,PT
P278282,T354,PT
P278282,T2202,PT
P278282,T5079,PT
P278283,T226,PT
P278283,T231,PT
P278283,T327,PT
P278283,T368,PT
P278283,T560,PT
P278283,T1626,PT
P278284,T38,PT
P278284,T187,PT
P278284,T249,PT
P278284,T2400,PT
P278284,T2489,PT
P278284,T5237,PT
P278284,T6014,PT
P278287,T452,PT
P278287,T541,PT
P278287,T685,PT
P278287,T788,PT
P278287,T903,PT
P278287,T1515,PT
P278287,T2757,PT
P278287,T3987,PT
P278292,T452,PT
P278292,T560,PT
P278292,T903,PT
P278292,T1583,PT
P278294,T461,PT
P278294,T494,PT
P278294,T496,PT
P278294,T497,PT
P278294,T499,PT
P278294,T500,PT
P278294,T593,PT
P278294,T620,PT
P278296,T452,PT
P278296,T478,PT
P278296,T479,PT
P278296,T512,PT
P278296,T523,PT
P278296,T943,PT
P278296,T9697,PT
P278297,T38,PT
P278297,T103,PT
P278297,T149,PT
P278297,T220,PT
P278297,T908,PT
P278297,T1076,PT
P278297,T1510,PT
P278297,T1969,PT
P278297,T3081,PT
P278297,T3687,PT
P278297,T6496,PT
P278303,T220,PT
P278303,T847,PT
P278303,T1088,PT
P278303,T1463,PT
P278303,T4746,PT
P278303,T7260,PT
P278303,T8578,PT
P278304,T354,PT
P278304,T368,PT
P278304,T737,PT
P278304,T887,PT
P278304,T890,PT
P278304,T1575,PT
P278304,T2287,PT
P278305,T32,PT
P278305,T91,PT
P278305,T629,PT
P278305,T1192,PT
P278305,T1702,PT
P278305,T2135,PT
P278305,T8435,PT
P278306,T187,PT
P278306,T216,PT
P278306,T452,PT
P278306,T465,PT
P278306,T496,PT
P278306,T560,PT
P278306,T903,PT
P278309,T452,PT
P278309,T903,PT
P278309,T1194,PT
P278310,T81,PT
P278310,T108,PT
P278310,T121,PT
P278310,T890,PT
P278310,T1216,PT
P278310,T1813,PT
P278310,T7165,PT
P278311,T12,PT
P278311,T133,PT
P278311,T297,PT
P278311,T3411,PT
P278311,T4388,PT
P278311,T6320,PT
P278313,T26,PT
P278313,T38,PT
P278313,T478,PT
P278313,T479,PT
P278313,T534,PT
P278313,T560,PT
P278313,T1515,PT
P278313,T2328,PT
P278316,T26,PT
P278316,T401,PT
P278316,T461,PT
P278316,T671,PT
P278316,T3909,PT
P278316,T4414,PT
P278317,T303,PT
P278317,T312,PT
P278317,T402,PT
P278317,T452,PT
P278317,T496,PT
P278317,T1107,PT
P278318,T12,PT
P278318,T216,PT
P278318,T235,PT
P278318,T368,PT
P278318,T421,PT
P278318,T443,PT
P278318,T992,PT
P278318,T3573,PT
P278318,T3880,PT
P278319,T81,PT
P278319,T190,PT
P278319,T452,PT
P278319,T560,PT
P278319,T645,PT
P278319,T688,PT
P278319,T847,PT
P278319,T2522,PT
P278319,T6431,PT
P278321,T12,PT
P278321,T246,PT
P278321,T342,PT
P278321,T368,PT
P278321,T483,PT
P278321,T1122,PT
P278321,T1736,PT
P278321,T3131,PT
P278323,T26,PT
P278323,T190,PT
P278323,T3935,PT
P278324,T228,PT
P278324,T271,PT
P278324,T811,PT
P278324,T2395,PT
P278325,T54,PT
P278325,T119,PT
P278325,T452,PT
P278325,T496,PT
P278325,T497,PT
P278325,T521,PT
P278326,T478,PT
P278326,T479,PT
P278326,T767,PT
P278326,T4111,PT
P278326,T7488,PT
P278328,T26,PT
P278328,T81,PT
P278328,T114,PT
P278328,T190,PT
P278328,T1515,PT
P278328,T2523,PT
P278330,T155,PT
P278330,T452,PT
P278330,T461,PT
P278331,T81,PT
P278331,T193,PT
P278331,T206,PT
P278331,T368,PT
P278331,T496,PT
P278331,T497,PT
P278331,T593,PT
P278331,T1975,PT
P278331,T9879,PT
P278333,T81,PT
P278333,T128,PT
P278333,T193,PT
P278333,T206,PT
P278333,T368,PT
P278333,T496,PT
P278333,T593,PT
P278333,T903,PT
P278333,T1975,PT
P278333,T9879,PT
P278336,T108,PT
P278336,T114,PT
P278336,T171,PT
P278336,T190,PT
P278336,T461,PT
P278336,T645,PT
P278336,T804,PT
P278336,T2453,PT
P278337,T461,PT
P278337,T593,PT
P278337,T623,PT
P278337,T2235,PT
P278337,T2494,PT
P278338,T126,PT
P278338,T187,PT
P278338,T671,PT
P278338,T1100,PT
P278338,T1896,PT
P278338,T3411,PT
P278338,T4388,PT
P278339,T190,PT
P278339,T471,PT
P278339,T592,PT
P278339,T679,PT
P278339,T1053,PT
P278339,T1376,PT
P278340,T452,PT
P278340,T887,PT
P278340,T1194,PT
P278340,T11466,PT
P278341,T81,PT
P278341,T103,PT
P278341,T452,PT
P278341,T461,PT
P278341,T796,PT
P278341,T1510,PT
P278341,T5051,PT
P278342,T153,PT
P278342,T613,PT
P278342,T2980,PT
P278342,T5641,PT
P278343,T496,PT
P278343,T943,PT
P278343,T1501,PT
P278343,T3068,PT
P278344,T26,PT
P278344,T51,PT
P278344,T81,PT
P278344,T490,PT
P278344,T616,PT
P278344,T671,PT
P278344,T739,PT
P278344,T881,PT
P278346,T50,PT
P278346,T81,PT
P278346,T197,PT
P278346,T616,PT
P278346,T640,PT
P278346,T4930,PT
P278346,T4931,PT
P278347,T77,PT
P278347,T81,PT
P278347,T461,PT
P278347,T560,PT
P278347,T950,PT
P278347,T980,PT
P278347,T1538,PT
P278347,T3190,PT
P278347,T4698,PT
P278349,T6,PT
P278349,T237,PT
P278349,T238,PT
P278349,T445,PT
P278349,T890,PT
P278349,T1340,PT
P278349,T3190,PT
P278350,T433,PT
P278350,T452,PT
P278350,T461,PT
P278350,T496,PT
P278350,T497,PT
P278350,T585,PT
P278351,T38,PT
P278351,T134,PT
P278351,T199,PT
P278351,T468,PT
P278351,T483,PT
P278351,T568,PT
P278351,T914,PT
P278351,T1311,PT
P278351,T1434,PT
P278352,T674,PT
P278352,T775,PT
P278352,T1905,PT
P278352,T2693,PT
P278352,T8278,PT
P278353,T51,PT
P278353,T81,PT
P278353,T114,PT
P278353,T375,PT
P278353,T642,PT
P278353,T727,PT
P278353,T739,PT
P278353,T988,PT
P278353,T1248,PT
P278354,T65,PT
P278354,T225,PT
P278354,T226,PT
P278354,T674,PT
P278354,T2244,PT
P278358,T40,PT
P278358,T514,PT
P278358,T616,PT
P278358,T1874,PT
P278360,T12,PT
P278360,T133,PT
P278360,T187,PT
P278360,T1374,PT
P278360,T2126,PT
P278361,T38,PT
P278361,T108,PT
P278361,T656,PT
P278361,T764,PT
P278361,T1199,PT
P278361,T1332,PT
P278361,T2788,PT
P278361,T2820,PT
P278361,T4609,PT
P278361,T6316,PT
P278363,T415,PT
P278363,T1538,PT
P278363,T2229,PT
P278363,T2940,PT
P278363,T4019,PT
P278364,T72,PT
P278364,T108,PT
P278364,T383,PT
P278364,T2820,PT
P278364,T6316,PT
P278365,T54,PT
P278365,T354,PT
P278365,T452,PT
P278365,T2202,PT
P278365,T2235,PT
P278365,T3083,PT
P278367,T256,PT
P278367,T638,PT
P278367,T1374,PT
P278367,T1415,PT
P278367,T2980,PT
P278367,T3608,PT
P278367,T4327,PT
P278371,T165,PT
P278371,T496,PT
P278371,T767,PT
P278371,T847,PT
P278371,T6941,PT
P278373,T54,PT
P278373,T216,PT
P278373,T452,PT
P278373,T496,PT
P278373,T723,PT
P278373,T903,PT
P278373,T4766,PT
P278373,T5562,PT
P278373,T6597,PT
P278374,T103,PT
P278374,T220,PT
P278374,T298,PT
P278374,T2665,PT
P278375,T78,PT
P278375,T452,PT
P278375,T496,PT
P278375,T1577,PT
P278375,T1866,PT
P278375,T2484,PT
P278376,T109,PT
P278376,T452,PT
P278376,T542,PT
P278376,T616,PT
P278376,T669,PT
P278376,T6089,PT
P278377,T38,PT
P278377,T226,PT
P278377,T368,PT
P278377,T620,PT
P278377,T847,PT
P278377,T1434,PT
P278377,T10281,PT
P278379,T282,PT
P278379,T452,PT
P278379,T483,PT
P278379,T2395,PT
P278379,T2693,PT
P278380,T452,PT
P278380,T903,PT
P278380,T1819,PT
P278381,T2,PT
P278381,T26,PT
P278381,T109,PT
P278381,T119,PT
P278381,T384,PT
P278381,T733,PT
P278381,T1016,PT
P278382,T81,PT
P278382,T114,PT
P278382,T461,PT
P278382,T792,PT
P278382,T2281,PT
P278382,T3306,PT
P278382,T4950,PT
P278383,T216,PT
P278383,T458,PT
P278383,T578,PT
P278383,T992,PT
P278383,T1317,PT
P278383,T7616,PT
P278384,T81,PT
P278384,T496,PT
P278384,T593,PT
P278384,T728,PT
P278384,T1238,PT
P278384,T1347,PT
P278384,T4284,PT
P278386,T38,PT
P278386,T103,PT
P278386,T226,PT
P278386,T368,PT
P278386,T402,PT
P278386,T512,PT
P278386,T1037,PT
P278386,T1276,PT
P278388,T109,PT
P278388,T233,PT
P278388,T452,PT
P278388,T3391,PT
P278389,T452,PT
P278389,T534,PT
P278389,T656,PT
P278389,T1618,PT
P278389,T2324,PT
P278389,T2414,PT
P278389,T10717,PT
P278390,T12,PT
P278390,T220,PT
P278390,T443,PT
P278390,T479,PT
P278390,T2018,PT
P278390,T5150,PT
P278391,T65,PT
P278391,T233,PT
P278391,T452,PT
P278391,T534,PT
P278391,T967,PT
P278391,T1736,PT
P278391,T2414,PT
P278393,T478,PT
P278393,T479,PT
P278393,T1665,PT
P278393,T2494,PT
P278394,T91,PT
P278394,T233,PT
P278394,T629,PT
P278394,T738,PT
P278397,T81,PT
P278397,T236,PT
P278397,T878,PT
P278397,T905,PT
P278397,T1043,PT
P278397,T1044,PT
P278397,T3395,PT
P278397,T5414,PT
P278398,T26,PT
P278398,T147,PT
P278398,T4801,PT
P278399,T12,PT
P278399,T173,PT
P278399,T452,PT
P278399,T568,PT
P278399,T645,PT
P278400,T173,PT
P278400,T368,PT
P278400,T418,PT
P278400,T483,PT
P278400,T593,PT
P278400,T1178,PT
P278400,T1238,PT
P278400,T4311,PT
P278400,T10329,PT
P278401,T225,PT
P278401,T368,PT
P278401,T461,PT
P278401,T674,PT
P278401,T1434,PT
P278401,T2244,PT
P278401,T9731,PT
P278402,T12,PT
P278402,T65,PT
P278402,T1538,PT
P278402,T1611,PT
P278402,T3147,PT
P278402,T5164,PT
P278405,T368,PT
P278405,T452,PT
P278405,T483,PT
P278405,T512,PT
P278405,T705,PT
P278405,T723,PT
P278405,T6653,PT
P278408,T57,PT
P278408,T108,PT
P278408,T216,PT
P278408,T656,PT
P278408,T928,PT
P278415,T3,PT
P278415,T282,PT
P278415,T437,PT
P278415,T1122,PT
P278415,T1156,PT
P278415,T1340,PT
P278415,T1487,PT
P278417,T3,PT
P278417,T232,PT
P278417,T437,PT
P278417,T1122,PT
P278417,T1340,PT
P278417,T2229,PT
P278418,T38,PT
P278418,T40,PT
P278418,T81,PT
P278418,T220,PT
P278418,T388,PT
P278418,T461,PT
P278418,T1037,PT
P278418,T2539,PT
P278418,T2664,PT
P278418,T2665,PT
P278419,T12,PT
P278419,T443,PT
P278419,T796,PT
P278419,T992,PT
P278419,T1043,PT
P278419,T1669,PT
P278422,T13,PT
P278422,T155,PT
P278422,T582,PT
P278422,T1266,PT
P278423,T81,PT
P278423,T91,PT
P278423,T226,PT
P278423,T521,PT
P278423,T1043,PT
P278423,T1044,PT
P278423,T2886,PT
P278426,T42,PT
P278426,T256,PT
P278426,T437,PT
P278426,T825,PT
P278426,T1192,PT
P278426,T3200,PT
P278427,T225,PT
P278427,T226,PT
P278427,T461,PT
P278427,T674,PT
P278427,T723,PT
P278427,T928,PT
P278427,T1107,PT
P278427,T2244,PT
P278428,T38,PT
P278428,T91,PT
P278428,T124,PT
P278428,T133,PT
P278428,T844,PT
P278437,T282,PT
P278437,T541,PT
P278437,T1145,PT
P278437,T2689,PT
P278437,T2860,PT
P278437,T3404,PT
P278441,T103,PT
P278441,T634,PT
P278441,T803,PT
P278442,T114,PT
P278442,T235,PT
P278442,T452,PT
P278442,T461,PT
P278442,T1002,PT
